UNDEFINED0,UNDEFINED0,0
Bolivia,Mobile - Entel,59173
Bolivia,Mobile - Entel,59174
Bolivia,Mobile - Nuevatel,59160
Bolivia,Mobile - Nuevatel,59165
Bolivia,Mobile - Nuevatel,59170
Bolivia,Mobile - Nuevatel,59179
Bolivia,Mobile - Telecel,59169
Bolivia,Mobile - Telecel,59175
Bolivia,Mobile - Telecel,59176
Bolivia,Mobile - Telecel,59177
Bolivia,Mobile - Telecel,59178
Bosnia and Herzegovina,Proper,387
Bosnia and Herzegovina,Mostar,3873049
Bosnia and Herzegovina,Mostar,3873064
Bosnia and Herzegovina,Mostar,3873065
Bosnia and Herzegovina,Mostar,387307
Bosnia and Herzegovina,Mostar,3873080
Bosnia and Herzegovina,Mostar,3873087
Bosnia and Herzegovina,Mostar,387317
Bosnia and Herzegovina,Mostar,3873288
Bosnia and Herzegovina,Mostar,3873289
Bosnia and Herzegovina,Mostar,38733901
Bosnia and Herzegovina,Mostar,38734
Bosnia and Herzegovina,Mostar,38735901
Bosnia and Herzegovina,Mostar,387363
Bosnia and Herzegovina,Mostar,387364
Bosnia and Herzegovina,Mostar,387366
Bosnia and Herzegovina,Mostar,3873677
Bosnia and Herzegovina,Mostar,3873678
Bosnia and Herzegovina,Mostar,387368
Bosnia and Herzegovina,Mostar,38739
Bosnia and Herzegovina,Mostar,387497
Bosnia and Herzegovina,Mostar,38751901
Bosnia and Herzegovina,Sarajevo,38733
Bosnia and Herzegovina,Srpska,38730481
Bosnia and Herzegovina,Srpska,38731481
Bosnia and Herzegovina,Srpska,38732481
Bosnia and Herzegovina,Srpska,38733481
Bosnia and Herzegovina,Srpska,38734481
Bosnia and Herzegovina,Srpska,38735481
Bosnia and Herzegovina,Srpska,38736481
Bosnia and Herzegovina,Srpska,38737481
Bosnia and Herzegovina,Srpska,38738481
Bosnia and Herzegovina,Srpska,38739481
Bosnia and Herzegovina,Srpska,387492
Bosnia and Herzegovina,Srpska,387493
Bosnia and Herzegovina,Srpska,387494
Bosnia and Herzegovina,Srpska,387502
Bosnia and Herzegovina,Srpska,387503
Bosnia and Herzegovina,Srpska,387504
Bosnia and Herzegovina,Srpska,387512
Bosnia and Herzegovina,Srpska,387513
Bosnia and Herzegovina,Srpska,387514
Bosnia and Herzegovina,Srpska,387515
Bosnia and Herzegovina,Srpska,387516
Bosnia and Herzegovina,Srpska,387517
Bosnia and Herzegovina,Srpska,387518
Bosnia and Herzegovina,Srpska,387522
Bosnia and Herzegovina,Srpska,387523
Bosnia and Herzegovina,Srpska,387524
Bosnia and Herzegovina,Srpska,387526
Bosnia and Herzegovina,Srpska,387527
Bosnia and Herzegovina,Srpska,387532
Bosnia and Herzegovina,Srpska,387533
Bosnia and Herzegovina,Srpska,387534
Bosnia and Herzegovina,Srpska,387536
Bosnia and Herzegovina,Srpska,387537
Bosnia and Herzegovina,Srpska,387538
Bosnia and Herzegovina,Srpska,387544
Bosnia and Herzegovina,Srpska,387546
Bosnia and Herzegovina,Srpska,387548
Bosnia and Herzegovina,Srpska,387552
Bosnia and Herzegovina,Srpska,387553
Bosnia and Herzegovina,Srpska,387554
Bosnia and Herzegovina,Srpska,387555
Bosnia and Herzegovina,Srpska,387556
Bosnia and Herzegovina,Srpska,387557
Bosnia and Herzegovina,Srpska,387562
Bosnia and Herzegovina,Srpska,387563
Bosnia and Herzegovina,Srpska,387564
Bosnia and Herzegovina,Srpska,387565
Bosnia and Herzegovina,Srpska,387566
Bosnia and Herzegovina,Srpska,387567
Bosnia and Herzegovina,Srpska,387568
Bosnia and Herzegovina,Srpska,387572
Bosnia and Herzegovina,Srpska,387573
Bosnia and Herzegovina,Srpska,387574
Bosnia and Herzegovina,Srpska,387575
Bosnia and Herzegovina,Srpska,387576
Bosnia and Herzegovina,Srpska,387577
Bosnia and Herzegovina,Srpska,387582
Bosnia and Herzegovina,Srpska,387583
Bosnia and Herzegovina,Srpska,387584
Bosnia and Herzegovina,Srpska,387585
Bosnia and Herzegovina,Srpska,387586
Bosnia and Herzegovina,Srpska,387587
Bosnia and Herzegovina,Srpska,387592
Bosnia and Herzegovina,Srpska,387593
Bosnia and Herzegovina,Srpska,387594
Bosnia and Herzegovina,Srpska,387596
Bosnia and Herzegovina,Srpska,387598
Bosnia and Herzegovina,Mobile - BIH,38761
Bosnia and Herzegovina,Mobile - BIH,38762
Bosnia and Herzegovina,Mobile - Mostar,38763
Bosnia and Herzegovina,Mobile - Mtel,38765
Bosnia and Herzegovina,Mobile - Mtel,38766
Botswana,Proper,267
Botswana,Mobile - BTC,26773
Botswana,Mobile - Mascom,26771
Botswana,Mobile - Mascom,267740
Botswana,Mobile - Mascom,267741
Botswana,Mobile - Mascom,267742
Botswana,Mobile - Mascom,267745
Botswana,Mobile - Mascom,267746
Botswana,Mobile - Mascom,267747
Botswana,Mobile - Mascom,267754
Botswana,Mobile - Mascom,267755
Botswana,Mobile - Mascom,267756
Botswana,Mobile - Mascom,267759
Botswana,Mobile - Mascom,267760
Botswana,Mobile - Mascom,267761
Botswana,Mobile - Mascom,267762
Botswana,Mobile - Mascom,267766
Botswana,Mobile - Mascom,267767
Botswana,Mobile - Mascom,267770
Botswana,Mobile - Mascom,267771
Botswana,Mobile - Orange,26772
Botswana,Mobile - Orange,267743
Botswana,Mobile - Orange,267744
Botswana,Mobile - Orange,267750
Botswana,Mobile - Orange,267751
Botswana,Mobile - Orange,267752
Botswana,Mobile - Orange,267753
Botswana,Mobile - Orange,267763
Botswana,Mobile - Orange,267764
Botswana,Mobile - Orange,267765
Botswana,Mobile - Orange,2677920
Brazil,Proper,55
Brazil,Belem,55912
Brazil,Belem,55913
Brazil,Belem,55914
Brazil,Belem,55915
Brazil,Belo Horizonte,5531
Brazil,Brasilia,5561
Brazil,Curitiba,5541
Brazil,Florianopolis,5548
Brazil,Fortaleza,5585
Brazil,Goiania,5562
Brazil,Governador Valadares,5533
Brazil,Joinville,55472
Brazil,Joinville,55473
Brazil,Joinville,55474
Brazil,Joinville,55475
Brazil,Londrina,55432
Brazil,Londrina,55433
Brazil,Londrina,55434
Brazil,Londrina,55435
Brazil,Maringa,55442
Brazil,Maringa,55443
Brazil,Maringa,55444
Brazil,Maringa,55445
Brazil,Natal,5584
Brazil,Porto Alegre,5551
Brazil,Recife,5581
Brazil,Rio De Janeiro,5521
Brazil,Salvador,5571
Brazil,Sao Paulo State (all Cities)/Campinas City,5519
Brazil,Sao Paulo State (all Cities)/Sao Jose City,5512
Brazil,Sao Paulo State (all Cities)/Sao Paulo City,55111
Brazil,Sao Paulo State (all Cities)/Sao Paulo City,55112
Brazil,Sao Paulo State (all Cities)/Sao Paulo City,55113
Brazil,Sao Paulo State (all Cities)/Sao Paulo City,55114
Brazil,Sao Paulo State (all Cities)/Sao Paulo City,55115
Brazil,Sao Paulo State (all Cities)/Sao Paulo State Other Cities,5513
Brazil,Sao Paulo State (all Cities)/Sao Paulo State Other Cities,5514
Brazil,Sao Paulo State (all Cities)/Sao Paulo State Other Cities,5515
Brazil,Sao Paulo State (all Cities)/Sao Paulo State Other Cities,5516
Brazil,Sao Paulo State (all Cities)/Sao Paulo State Other Cities,5517
Brazil,Sao Paulo State (all Cities)/Sao Paulo State Other Cities,5518
Brazil,Vitoria,5527
Brazil,Mobile - Claro,5511631
Brazil,Mobile - Claro,5511632
Brazil,Mobile - Claro,5511633
Brazil,Mobile - Claro,551176
Brazil,Mobile - Claro,551188
Brazil,Mobile - Claro,551191
Brazil,Mobile - Claro,551192
Brazil,Mobile - Claro,551193
Brazil,Mobile - Claro,551194
Brazil,Mobile - Claro,551291
Brazil,Mobile - Claro,551391
Brazil,Mobile - Claro,551392
Brazil,Mobile - Claro,551491
Brazil,Mobile - Claro,551591
Brazil,Mobile - Claro,551592
Brazil,Mobile - Claro,551691
Brazil,Mobile - Claro,551692
Brazil,Mobile - Claro,551791
Brazil,Mobile - Claro,551792
Brazil,Mobile - Claro,551891
Brazil,Mobile - Claro,551892
Brazil,Mobile - Claro,551991
Brazil,Mobile - Claro,551992
Brazil,Mobile - Claro,552191
Brazil,Mobile - Claro,552192
Brazil,Mobile - Claro,552193
Brazil,Mobile - Claro,552194
Brazil,Mobile - Claro,552292
Brazil,Mobile - Claro,552492
Brazil,Mobile - Claro,552493
Brazil,Mobile - Claro,552792
Brazil,Mobile - Claro,552793
Brazil,Mobile - Claro,552892
Brazil,Mobile - Claro,553184
Brazil,Mobile - Claro,553284
Brazil,Mobile - Claro,553384
Brazil,Mobile - Claro,553484
Brazil,Mobile - Claro,553584
Brazil,Mobile - Claro,553784
Brazil,Mobile - Claro,553884
Brazil,Mobile - Claro,554188
Brazil,Mobile - Claro,554288
Brazil,Mobile - Claro,554388
Brazil,Mobile - Claro,554488
Brazil,Mobile - Claro,554588
Brazil,Mobile - Claro,554688
Brazil,Mobile - Claro,554788
Brazil,Mobile - Claro,554888
Brazil,Mobile - Claro,554988
Brazil,Mobile - Claro,555191
Brazil,Mobile - Claro,555192
Brazil,Mobile - Claro,555193
Brazil,Mobile - Claro,555391
Brazil,Mobile - Claro,555392
Brazil,Mobile - Claro,555491
Brazil,Mobile - Claro,555591
Brazil,Mobile - Claro,556191
Brazil,Mobile - Claro,556192
Brazil,Mobile - Claro,556193
Brazil,Mobile - Claro,556194
Brazil,Mobile - Claro,556195
Brazil,Mobile - Claro,556291
Brazil,Mobile - Claro,556292
Brazil,Mobile - Claro,556293
Brazil,Mobile - Claro,556294
Brazil,Mobile - Claro,556391
Brazil,Mobile - Claro,556392
Brazil,Mobile - Claro,556393
Brazil,Mobile - Claro,556491
Brazil,Mobile - Claro,556492
Brazil,Mobile - Claro,556493
Brazil,Mobile - Claro,556494
Brazil,Mobile - Claro,556591
Brazil,Mobile - Claro,556592
Brazil,Mobile - Claro,556593
Brazil,Mobile - Claro,556594
Brazil,Mobile - Claro,556691
Brazil,Mobile - Claro,556692
Brazil,Mobile - Claro,556693
Brazil,Mobile - Claro,556694
Brazil,Mobile - Claro,556791
Brazil,Mobile - Claro,556792
Brazil,Mobile - Claro,556793
Brazil,Mobile - Claro,556794
Brazil,Mobile - Claro,556891
Brazil,Mobile - Claro,556892
Brazil,Mobile - Claro,556893
Brazil,Mobile - Claro,556894
Brazil,Mobile - Claro,556991
Brazil,Mobile - Claro,556992
Brazil,Mobile - Claro,556993
Brazil,Mobile - Claro,556994
Brazil,Mobile - Claro,557181
Brazil,Mobile - Claro,557381
Brazil,Mobile - Claro,557481
Brazil,Mobile - Claro,557581
Brazil,Mobile - Claro,557781
Brazil,Mobile - Claro,557981
Brazil,Mobile - Claro,558191
Brazil,Mobile - Claro,558192
Brazil,Mobile - Claro,558194
Brazil,Mobile - Claro,558291
Brazil,Mobile - Claro,558293
Brazil,Mobile - Claro,558294
Brazil,Mobile - Claro,558391
Brazil,Mobile - Claro,558393
Brazil,Mobile - Claro,558394
Brazil,Mobile - Claro,558491
Brazil,Mobile - Claro,558494
Brazil,Mobile - Claro,558591
Brazil,Mobile - Claro,558594
Brazil,Mobile - Claro,558691
Brazil,Mobile - Claro,558694
Brazil,Mobile - Claro,558791
Brazil,Mobile - Claro,558792
Brazil,Mobile - Claro,558794
Brazil,Mobile - Claro,558891
Brazil,Mobile - Claro,558892
Brazil,Mobile - Claro,558894
Brazil,Mobile - Claro,558991
Brazil,Mobile - Claro,558994
Brazil,Mobile - Other Carriers,55116
Brazil,Mobile - Other Carriers,55117
Brazil,Mobile - Other Carriers,55118
Brazil,Mobile - Other Carriers,55119
Brazil,Mobile - Other Carriers,55126
Brazil,Mobile - Other Carriers,55127
Brazil,Mobile - Other Carriers,55128
Brazil,Mobile - Other Carriers,55129
Brazil,Mobile - Other Carriers,55136
Brazil,Mobile - Other Carriers,55137
Brazil,Mobile - Other Carriers,55138
Brazil,Mobile - Other Carriers,55139
Brazil,Mobile - Other Carriers,55146
Brazil,Mobile - Other Carriers,55147
Brazil,Mobile - Other Carriers,55148
Brazil,Mobile - Other Carriers,55149
Brazil,Mobile - Other Carriers,55156
Brazil,Mobile - Other Carriers,55157
Brazil,Mobile - Other Carriers,55158
Brazil,Mobile - Other Carriers,55159
Brazil,Mobile - Other Carriers,55166
Brazil,Mobile - Other Carriers,55167
Brazil,Mobile - Other Carriers,55168
Brazil,Mobile - Other Carriers,55169
Brazil,Mobile - Other Carriers,55176
Brazil,Mobile - Other Carriers,55177
Brazil,Mobile - Other Carriers,55178
Brazil,Mobile - Other Carriers,55179
Brazil,Mobile - Other Carriers,55186
Brazil,Mobile - Other Carriers,55187
Brazil,Mobile - Other Carriers,55188
Brazil,Mobile - Other Carriers,55189
Brazil,Mobile - Other Carriers,55196
Brazil,Mobile - Other Carriers,55197
Brazil,Mobile - Other Carriers,55198
Brazil,Mobile - Other Carriers,55199
Brazil,Mobile - Other Carriers,55216
Brazil,Mobile - Other Carriers,55217
Brazil,Mobile - Other Carriers,55218
Brazil,Mobile - Other Carriers,55219
Brazil,Mobile - Other Carriers,55226
Brazil,Mobile - Other Carriers,55227
Brazil,Mobile - Other Carriers,55228
Brazil,Mobile - Other Carriers,55229
Brazil,Mobile - Other Carriers,55246
Brazil,Mobile - Other Carriers,55247
Brazil,Mobile - Other Carriers,55248
Brazil,Mobile - Other Carriers,55249
Brazil,Mobile - Other Carriers,55276
Brazil,Mobile - Other Carriers,55277
Brazil,Mobile - Other Carriers,55278
Brazil,Mobile - Other Carriers,55279
Brazil,Mobile - Other Carriers,55286
Brazil,Mobile - Other Carriers,55287
Brazil,Mobile - Other Carriers,55288
Brazil,Mobile - Other Carriers,55289
Brazil,Mobile - Other Carriers,55316
Brazil,Mobile - Other Carriers,55317
Brazil,Mobile - Other Carriers,55318
Brazil,Mobile - Other Carriers,55319
Brazil,Mobile - Other Carriers,55326
Brazil,Mobile - Other Carriers,55327
Brazil,Mobile - Other Carriers,55328
Brazil,Mobile - Other Carriers,55329
Brazil,Mobile - Other Carriers,55336
Brazil,Mobile - Other Carriers,55337
Brazil,Mobile - Other Carriers,55338
Brazil,Mobile - Other Carriers,55339
Brazil,Mobile - Other Carriers,55346
Brazil,Mobile - Other Carriers,55347
Brazil,Mobile - Other Carriers,55348
Brazil,Mobile - Other Carriers,55349
Brazil,Mobile - Other Carriers,55356
Brazil,Mobile - Other Carriers,55357
Brazil,Mobile - Other Carriers,55358
Brazil,Mobile - Other Carriers,55359
Brazil,Mobile - Other Carriers,55366
Brazil,Mobile - Other Carriers,55367
Brazil,Mobile - Other Carriers,55368
Brazil,Mobile - Other Carriers,55369
Brazil,Mobile - Other Carriers,55376
Brazil,Mobile - Other Carriers,55377
Brazil,Mobile - Other Carriers,55378
Brazil,Mobile - Other Carriers,55379
Brazil,Mobile - Other Carriers,55386
Brazil,Mobile - Other Carriers,55387
Brazil,Mobile - Other Carriers,55388
Brazil,Mobile - Other Carriers,55389
Brazil,Mobile - Other Carriers,55396
Brazil,Mobile - Other Carriers,55397
Brazil,Mobile - Other Carriers,55398
Brazil,Mobile - Other Carriers,55399
Brazil,Mobile - Other Carriers,55416
Brazil,Mobile - Other Carriers,55417
Brazil,Mobile - Other Carriers,55418
Brazil,Mobile - Other Carriers,55419
Brazil,Mobile - Other Carriers,55426
Brazil,Mobile - Other Carriers,55427
Brazil,Mobile - Other Carriers,55428
Brazil,Mobile - Other Carriers,55429
Brazil,Mobile - Other Carriers,55436
Brazil,Mobile - Other Carriers,55437
Brazil,Mobile - Other Carriers,55438
Brazil,Mobile - Other Carriers,55439
Brazil,Mobile - Other Carriers,55446
Brazil,Mobile - Other Carriers,55447
Brazil,Mobile - Other Carriers,55448
Brazil,Mobile - Other Carriers,55449
Brazil,Mobile - Other Carriers,55456
Brazil,Mobile - Other Carriers,55457
Brazil,Mobile - Other Carriers,55458
Brazil,Mobile - Other Carriers,55459
Brazil,Mobile - Other Carriers,55466
Brazil,Mobile - Other Carriers,55467
Brazil,Mobile - Other Carriers,55468
Brazil,Mobile - Other Carriers,55469
Brazil,Mobile - Other Carriers,55476
Brazil,Mobile - Other Carriers,55477
Brazil,Mobile - Other Carriers,55478
Brazil,Mobile - Other Carriers,55479
Brazil,Mobile - Other Carriers,55486
Brazil,Mobile - Other Carriers,55487
Brazil,Mobile - Other Carriers,55488
Brazil,Mobile - Other Carriers,55489
Brazil,Mobile - Other Carriers,55496
Brazil,Mobile - Other Carriers,55497
Brazil,Mobile - Other Carriers,55498
Brazil,Mobile - Other Carriers,55499
Brazil,Mobile - Other Carriers,55516
Brazil,Mobile - Other Carriers,55517
Brazil,Mobile - Other Carriers,55518
Brazil,Mobile - Other Carriers,55519
Brazil,Mobile - Other Carriers,55526
Brazil,Mobile - Other Carriers,55527
Brazil,Mobile - Other Carriers,55528
Brazil,Mobile - Other Carriers,55529
Brazil,Mobile - Other Carriers,55536
Brazil,Mobile - Other Carriers,55537
Brazil,Mobile - Other Carriers,55538
Brazil,Mobile - Other Carriers,55539
Brazil,Mobile - Other Carriers,55546
Brazil,Mobile - Other Carriers,55547
Brazil,Mobile - Other Carriers,55548
Brazil,Mobile - Other Carriers,55549
Brazil,Mobile - Other Carriers,55556
Brazil,Mobile - Other Carriers,55557
Brazil,Mobile - Other Carriers,55558
Brazil,Mobile - Other Carriers,55559
Brazil,Mobile - Other Carriers,55566
Brazil,Mobile - Other Carriers,55567
Brazil,Mobile - Other Carriers,55568
Brazil,Mobile - Other Carriers,55569
Brazil,Mobile - Other Carriers,55576
Brazil,Mobile - Other Carriers,55577
Brazil,Mobile - Other Carriers,55578
Brazil,Mobile - Other Carriers,55579
Brazil,Mobile - Other Carriers,55586
Brazil,Mobile - Other Carriers,55587
Brazil,Mobile - Other Carriers,55588
Brazil,Mobile - Other Carriers,55589
Brazil,Mobile - Other Carriers,55596
Brazil,Mobile - Other Carriers,55597
Brazil,Mobile - Other Carriers,55598
Brazil,Mobile - Other Carriers,55599
Brazil,Mobile - Other Carriers,55616
Brazil,Mobile - Other Carriers,55617
Brazil,Mobile - Other Carriers,55618
Brazil,Mobile - Other Carriers,55619
Brazil,Mobile - Other Carriers,55626
Brazil,Mobile - Other Carriers,55627
Brazil,Mobile - Other Carriers,55628
Brazil,Mobile - Other Carriers,55629
Brazil,Mobile - Other Carriers,55636
Brazil,Mobile - Other Carriers,55637
Brazil,Mobile - Other Carriers,55638
Brazil,Mobile - Other Carriers,55639
Brazil,Mobile - Other Carriers,55646
Brazil,Mobile - Other Carriers,55647
Brazil,Mobile - Other Carriers,55648
Brazil,Mobile - Other Carriers,55649
Brazil,Mobile - Other Carriers,55656
Brazil,Mobile - Other Carriers,55657
Brazil,Mobile - Other Carriers,55658
Brazil,Mobile - Other Carriers,55659
Brazil,Mobile - Other Carriers,55666
Brazil,Mobile - Other Carriers,55667
Brazil,Mobile - Other Carriers,55668
Brazil,Mobile - Other Carriers,55669
Brazil,Mobile - Other Carriers,55676
Brazil,Mobile - Other Carriers,55677
Brazil,Mobile - Other Carriers,55678
Brazil,Mobile - Other Carriers,55679
Brazil,Mobile - Other Carriers,55686
Brazil,Mobile - Other Carriers,55687
Brazil,Mobile - Other Carriers,55688
Brazil,Mobile - Other Carriers,55689
Brazil,Mobile - Other Carriers,55696
Brazil,Mobile - Other Carriers,55697
Brazil,Mobile - Other Carriers,55698
Brazil,Mobile - Other Carriers,55699
Brazil,Mobile - Other Carriers,55716
Brazil,Mobile - Other Carriers,55717
Brazil,Mobile - Other Carriers,55718
Brazil,Mobile - Other Carriers,55719
Brazil,Mobile - Other Carriers,55726
Brazil,Mobile - Other Carriers,55727
Brazil,Mobile - Other Carriers,55728
Brazil,Mobile - Other Carriers,55729
Brazil,Mobile - Other Carriers,55736
Brazil,Mobile - Other Carriers,55737
Brazil,Mobile - Other Carriers,55738
Brazil,Mobile - Other Carriers,55739
Brazil,Mobile - Other Carriers,55746
Brazil,Mobile - Other Carriers,55747
Brazil,Mobile - Other Carriers,55748
Brazil,Mobile - Other Carriers,55749
Brazil,Mobile - Other Carriers,55756
Brazil,Mobile - Other Carriers,55757
Brazil,Mobile - Other Carriers,55758
Brazil,Mobile - Other Carriers,55759
Brazil,Mobile - Other Carriers,55766
Brazil,Mobile - Other Carriers,55767
Brazil,Mobile - Other Carriers,55768
Brazil,Mobile - Other Carriers,55769
Brazil,Mobile - Other Carriers,55776
Brazil,Mobile - Other Carriers,55777
Brazil,Mobile - Other Carriers,55778
Brazil,Mobile - Other Carriers,55779
Brazil,Mobile - Other Carriers,55786
Brazil,Mobile - Other Carriers,55787
Brazil,Mobile - Other Carriers,55788
Brazil,Mobile - Other Carriers,55789
Brazil,Mobile - Other Carriers,55796
Brazil,Mobile - Other Carriers,55797
Brazil,Mobile - Other Carriers,55798
Brazil,Mobile - Other Carriers,55799
Brazil,Mobile - Other Carriers,55816
Brazil,Mobile - Other Carriers,55817
Brazil,Mobile - Other Carriers,55818
Brazil,Mobile - Other Carriers,55819
Brazil,Mobile - Other Carriers,55826
Brazil,Mobile - Other Carriers,55827
Brazil,Mobile - Other Carriers,55828
Brazil,Mobile - Other Carriers,55829
Brazil,Mobile - Other Carriers,55836
Brazil,Mobile - Other Carriers,55837
Brazil,Mobile - Other Carriers,55838
Brazil,Mobile - Other Carriers,55839
Brazil,Mobile - Other Carriers,55846
Brazil,Mobile - Other Carriers,55847
Brazil,Mobile - Other Carriers,55848
Brazil,Mobile - Other Carriers,55849
Brazil,Mobile - Other Carriers,55856
Brazil,Mobile - Other Carriers,55857
Brazil,Mobile - Other Carriers,55858
Brazil,Mobile - Other Carriers,55859
Brazil,Mobile - Other Carriers,55866
Brazil,Mobile - Other Carriers,55867
Brazil,Mobile - Other Carriers,55868
Brazil,Mobile - Other Carriers,55869
Brazil,Mobile - Other Carriers,55876
Brazil,Mobile - Other Carriers,55877
Brazil,Mobile - Other Carriers,55878
Brazil,Mobile - Other Carriers,55879
Brazil,Mobile - Other Carriers,55886
Brazil,Mobile - Other Carriers,55887
Brazil,Mobile - Other Carriers,55888
Brazil,Mobile - Other Carriers,55889
Brazil,Mobile - Other Carriers,55896
Brazil,Mobile - Other Carriers,55897
Brazil,Mobile - Other Carriers,55898
Brazil,Mobile - Other Carriers,55899
Brazil,Mobile - Other Carriers,55916
Brazil,Mobile - Other Carriers,55917
Brazil,Mobile - Other Carriers,55918
